nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004452	Csaba Erös	1959	\N	sound_department,miscellaneous,actor	tt0373981,tt0297181,tt0095475,tt2106651
nm0004453	Arthur Cohn	1927	\N	producer,production_manager,executive	tt0114753,tt0372824,tt0291003,tt0140888
nm0004454	Jean Boyer	1901	1965	writer,director,soundtrack	tt0044504,tt0154301,tt0147863,tt0241303
nm0004455	Greg Kozikowski	\N	\N	visual_effects,miscellaneous	tt0114576,tt0111438,tt0120844,tt0114614
nm0004456	Clare Kramer	1974	\N	producer,actress,writer	tt0118276,tt0292644,tt0204946,tt0119360
nm0004457	Dirk Piepenbring	\N	\N	production_manager,location_management,assistant_director	tt0118529,tt0473587,tt0109000,tt0169272
nm0004458	Peter Heller	\N	\N	producer,manager,miscellaneous	tt0417614,tt0297037,tt0166110,tt0115624
nm0004459	Rachel Kennedy	\N	\N	actress	tt0108780,tt0882822,tt0215719
nm0004460	Rachel Davey	\N	\N	actress	tt0203593,tt0120363,tt0112431,tt0120623
nm0004461	George Verschoor	\N	\N	producer,miscellaneous,director	tt8773338,tt0388595,tt0103520,tt0357388
nm0004462	Jean-Louis Trintignant	1930	\N	actor,writer,director	tt0065234,tt0065571,tt0111495,tt1602620
nm0004463	Akkineni Nageshwara Rao	1923	2014	actor,producer,miscellaneous	tt0155154,tt0256719,tt0265799,tt0259392
nm0004464	Heinz Rühmann	1902	1994	actor,producer,soundtrack	tt0051588,tt0053674,tt0049293,tt0053047
nm0004465	Sailaja S.P.	\N	\N	music_department,soundtrack,miscellaneous	tt0079889,tt0086231,tt0096827,tt0249818
nm0004466	E.V.V. Satyanarayana	\N	2011	director,writer,producer	tt0214178,tt1258121,tt0282554,tt1606217
nm0004467	Satyanarayana Kaikala	1935	\N	actor,producer	tt0259261,tt0265799,tt0263623,tt0156082
nm0004468	Somayajulu J.V.	1928	2004	actor	tt0079889,tt0156135,tt0267243,tt0100401
nm0004469	Srinivasa Rao Kota	1944	\N	actor,music_department	tt0432047,tt1756476,tt0471571,tt0376144
nm0004470	Veerendranath Yandamoori	\N	\N	writer,director,actor	tt0246255,tt0246008,tt0246204,tt0249818
nm0004471	Subhalekha Sudhakar	\N	\N	actor,miscellaneous	tt0285665,tt0155855,tt2294567,tt0264415
nm0004472	Nutan Prasad	1945	2011	actor	tt0155855,tt0245995,tt0246313,tt2971464
nm0004473	Potti Prasad	\N	\N	actor	tt0249561,tt0155855,tt0155492,tt0086231
nm0004474	Margaret Mitchell	\N	\N	miscellaneous,location_management,producer	tt0086190,tt0113845,tt0093894,tt0325805
nm0004475	Mitch Engel	1958	\N	producer,production_manager,miscellaneous	tt4254242,tt0119189
nm0004476	Jennifer Lyne	\N	\N	location_management,writer,producer	tt0475328,tt1292566,tt4682786,tt0250081
nm0004477	Vic Goss	\N	\N	camera_department,cinematographer,art_department	tt0102057,tt0110991,tt0129727,tt0068673
nm0004478	Victor Goss	\N	\N	cinematographer,camera_department,writer	tt0098801,tt0319970,tt1522841,tt2940766
nm0004479	K.V. Mahadevan	1917	2001	composer,music_department,soundtrack	tt0257362,tt0269922,tt0079889,tt0317056
nm0004480	Joe Milazzo	1924	2010	actor	tt0098073,tt0100003,tt0102395
nm0004481	Cheryl Ann Nick	1962	\N	make_up_department	tt0107659,tt0160127,tt0108358,tt0145660
nm0004482	Tracy McKnight	\N	\N	music_department,miscellaneous,actress	tt1951264,tt1620680,tt1392170,tt1091722
nm0004483	Bethany Scott	\N	\N	costume_designer,costume_department	tt0116508,tt0988876,tt0249378,tt1084681
nm0004484	Johannes Weuthen	\N	\N	editor,editorial_department	tt0362993,tt0245891,tt0242339,tt0130827
nm0004485	Kevin Mendonca	1976	\N	producer,editorial_department,miscellaneous	tt0244122,tt0120202,tt0206771,tt1877010
nm0004486	Bruno Ganz	1941	\N	actor,director,cinematographer	tt0976051,tt1401152,tt0093191,tt0363163
nm0004487	Juhi Chawla	1967	\N	actress,producer,music_department	tt0338490,tt2980648,tt0109555,tt0419992
nm0004488	Rick King	\N	\N	director,writer,producer	tt0091170,tt0092475,tt0102685,tt2058673
nm0004489	Fiona Jackson	\N	\N	stunts,producer,actress	tt0120889,tt1405794,tt3837236,tt3228826
nm0004490	Simon de La Brosse	1965	1998	actor	tt0090563,tt0098087,tt0086087,tt0089072
nm0004491	Amanda Kravat	1966	\N	soundtrack,actress,composer	tt0116606,tt0153866,tt0119098,tt0134630
nm0004492	Gordon Lightfoot	1938	\N	soundtrack,actor,music_department	tt0110527,tt0099700,tt0120577,tt0758794
nm0004493	Ana Vaz da Silva	\N	\N	actress,art_department,production_designer	tt0083904,tt0105924,tt0169339,tt0084824
nm0004494	Michael Swiney	1959	\N	actor	tt0144214,tt0339968,tt0240900,tt0118437
nm0004495	Steve Sessions	\N	\N	composer,director,writer	tt1820664,tt0372859,tt7657024,tt5442436
nm0004496	Van Johnson	1916	2008	actor,soundtrack	tt0041163,tt0041507,tt0046816,tt0041847
nm0004497	Greg De Belles	\N	\N	music_department,composer,soundtrack	tt0117965,tt0097670,tt0198021,tt0308152
nm0004498	Ron Hannah	\N	\N	composer	tt0186221
nm0004499	David Reynolds	\N	\N	music_department,composer,soundtrack	tt0436339,tt0493464,tt0963966,tt0425061
nm0004500	Geary McLeod	\N	\N	cinematographer,camera_department,director	tt0122718,tt0113845,tt0097733,tt0093409
nm0004501	Jirí Svoboda	1945	\N	director,writer,actor	tt0230994,tt0232600,tt3037036,tt0090028
nm0004502	Gregory M. Edgar	\N	\N	art_department,miscellaneous	tt2209764,tt0990407,tt1046173,tt5095030
nm0004503	Dietmar Fischer	\N	\N	production_manager,producer,location_management	tt0398407,tt8883700,tt7964852,tt1020516
nm0004504	Michael Heinkel	\N	\N	composer,music_department,soundtrack	tt1071351,tt0088060,tt0250751,tt2082293
nm0004505	Gina Nuccio	\N	\N	music_department,manager,sound_department	tt0159730,tt0163764,tt0144546,tt0228711
nm0004506	Patrick Allombert	\N	\N	camera_department,cinematographer,miscellaneous	tt0377080,tt0339482,tt0300594,tt0187200
nm0004507	Isidor Torkar	\N	\N	actor,miscellaneous	tt0907702,tt0454457,tt0183992,tt1733785
nm0004508	Red Murphy	1964	\N	transportation_department	tt0499556,tt0285531,tt0289879,tt0450314
nm0004509	Patricia Chica	\N	\N	director,producer,miscellaneous	tt5021594,tt3349540,tt4278908,tt8705222
nm0004510	Kathleen Tonkin	\N	\N	special_effects,executive,stunts	tt0108255,tt0315733,tt0281358,tt0264395
nm0004511	Timothy Kiley	\N	\N	camera_department,cinematographer,editor	tt0144548,tt0120684,tt0180207,tt0376717
nm0004512	Richard Bullock	\N	\N	production_manager,producer,miscellaneous	tt4532368,tt0237572,tt1131750,tt0366348
nm0004513	Adam Doench	\N	\N	assistant_director,miscellaneous,producer	tt0286197,tt0405977,tt0281190,tt0288936
nm0004514	Terry Maher	\N	\N	cinematographer,camera_department,writer	tt0064734,tt0059495,tt0066963,tt0075868
nm0004515	Yakov Tolchan	1901	1993	cinematographer,camera_department	tt0250679,tt0234768,tt0017376,tt0018173
nm0004516	Ross Adams	\N	\N	sound_department,editorial_department,actor	tt0093428,tt0120797,tt0119081,tt0097742
nm0004517	Jason Alexander	1959	\N	actor,writer,soundtrack	tt1028532,tt0100405,tt0116583,tt0098904
nm0004518	David Copperfield	1956	\N	director,producer,writer	tt1670345,tt0790628,tt3895884,tt3110958
nm0004519	Neal Acree	1974	\N	composer,music_department,soundtrack	tt2288037,tt3993808,tt0472399,tt4332152
nm0004520	Paul Diamond	\N	\N	writer,miscellaneous,producer	tt0083437,tt0086759,tt0086760,tt0092374
nm0004521	John Watkin	\N	\N	producer,director,writer	tt0353252,tt0202179,tt1432143,tt0449475
nm0004522	Pip Mushin	1963	\N	actor,miscellaneous,producer	tt0105488,tt0360717,tt0359518,tt0238546
nm0004523	Aiden Shaw	1966	\N	actor	tt1019887,tt0345349,tt0189805,tt0455681
nm0004524	Pat Sandys	1926	2000	producer,actress,writer	tt0086287,tt0914702,tt4250224,tt0044489
nm0004525	Brenda Kincaid	\N	\N	visual_effects	tt0115571
nm0004526	Liz Ryan	\N	\N	assistant_director,production_manager,producer	tt7053188,tt0120689,tt0100685,tt0089853
nm0004527	Daniel J. Heffner	1956	\N	producer,production_manager,assistant_director	tt1132626,tt3348730,tt0387564,tt0489270
nm0004528	Tim Ritter	\N	\N	art_department	tt0117446
nm0004529	Sarah Cawley	\N	\N	cinematographer,camera_department,actress	tt0805669,tt1819654,tt2229167,tt2963254
nm0004530	Nick Abdo	1950	\N	producer,director,miscellaneous	tt0094715,tt1129421,tt0093693
nm0004531	Mario Serandrei	1907	1966	editor,writer,assistant_director	tt0058946,tt0050782,tt0054067,tt0039059
nm0004532	Catherine Avril Morris	1976	\N	casting_department,actress	tt0106677,tt0251314
nm0004533	Michal Struss	1975	\N	animation_department,director,visual_effects	tt2251519,tt0250969,tt0206862,tt0207182
nm0004534	Francesca Galesi	\N	\N	miscellaneous,director,writer	tt0325109,tt4209788,tt1398426,tt2345759
nm0004535	Micheline Garant	\N	\N	producer,production_manager,miscellaneous	tt0283453,tt0132245,tt0190138,tt0348836
nm0004536	Annika Hellström	\N	\N	miscellaneous,producer	tt1598496,tt3749338,tt6960696,tt6776106
nm0004537	Thomas Merker	1958	\N	cinematographer,camera_department,director	tt3982856,tt0110604,tt0294424,tt0190799
nm0004538	Gianfranco Barbagallo	1961	\N	producer,production_manager,miscellaneous	tt0353436,tt0429727,tt0345032,tt0346336
nm0004539	Vanessa Williams	1963	\N	actress,producer,soundtrack	tt0103919,tt0102526,tt0248655,tt0112086
nm0004540	Darren Shahlavi	1972	2015	actor,stunts,miscellaneous	tt0297181,tt0369226,tt1053424,tt1386932
nm0004541	David Blair	\N	\N	director,producer,production_manager	tt3430548,tt0209813,tt1764198,tt0472984
nm0004542	John Clement	\N	\N	camera_department,cinematographer,miscellaneous	tt0092089,tt0108228,tt0251445,tt1805351
nm0004543	Holger Seidel	\N	\N	camera_department,cinematographer	tt0118633,tt2529256,tt0222096,tt0110024
nm0004544	Derek Gleeson	\N	\N	composer,music_department	tt0120174,tt0119383,tt0235353,tt0249172
nm0004545	Gregory Middleton	\N	\N	cinematographer,camera_department,director	tt0439815,tt1637727,tt0944947,tt1092082
nm0004546	Ann Christman	\N	\N	miscellaneous,costume_department,set_decorator	tt4094724,tt4630562,tt0219965,tt1001508
nm0004547	Paul Jacobsen	1942	\N	camera_department,cinematographer,miscellaneous	tt0101272,tt0099460,tt0085255,tt0094008
nm0004548	Carl Mahakian	1926	2015	editorial_department,sound_department,producer	tt0099892,tt0086759,tt0093493,tt0056218
nm0004549	Michael McGowan	1946	2008	camera_department,cinematographer	tt0080487,tt0116253,tt0104691,tt0082089
nm0004550	Mindy Miller	1963	\N	miscellaneous,actress,producer	tt0120828,tt0484207,tt0134084,tt0120885
nm0004551	Pamela Parker	\N	\N	miscellaneous,writer	tt0114754,tt0191748,tt0137334,tt0118300
nm0004552	Tom Sito	1956	\N	art_department,animation_department,director	tt0103639,tt0097757,tt0110357,tt0114148
nm0004553	Florence Fouquier D'Herouel	\N	\N	make_up_department	tt0091670,tt0088297,tt0078439,tt0082230
nm0004554	Ben Hernandez Bray	\N	\N	stunts,actor,assistant_director	tt0796366,tt1601913,tt0371746,tt1055369
nm0004555	Walter Murch	1943	\N	sound_department,editor,editorial_department	tt0071360,tt0078788,tt0066434,tt0116209
nm0004556	David Lloyd Wilson	\N	\N	actor	tt0100318,tt0085032,tt1773374,tt0101198
nm0004557	Matt Granger	1972	\N	miscellaneous,actor,camera_department	tt0770828,tt3829266,tt3289724,tt0120903
nm0004558	George Jesse	1975	\N	director,editor,producer	tt0048912,tt0230887,tt0251735
nm0004559	Elton MacPherson	\N	\N	miscellaneous,location_management,production_manager	tt0120681,tt0117331,tt0106918,tt0166485
nm0004560	Gianfranco Pierantoni	1966	\N	producer,production_manager,miscellaneous	tt1764651,tt1320253,tt0816462,tt0416449
nm0004561	Al LaVerde	\N	\N	camera_department	tt1637688,tt1825683,tt0114558,tt0800369
nm0004562	Peter Greenwood	1962	\N	actor,special_effects,miscellaneous	tt0251700,tt0300512,tt0100477,tt0325980
nm0004563	Bruce Birmelin	\N	\N	camera_department	tt0098382,tt0084726,tt0088011,tt0096256
nm0004564	Hema Malini	1948	\N	actress,producer,director	tt0073707,tt0337578,tt0420332,tt0078222
nm0004566	Rhoda Kaindl	1967	\N	actress	tt0103434,tt0240286,tt1008628,tt0108810
nm0004567	Jennifer Stivala	1975	\N	miscellaneous,producer	tt1114706,tt0443567,tt0283644,tt0172495
nm0004568	Ike Gingrich	1952	\N	actor	tt0294380,tt0289877,tt0116703,tt0319512
nm0004569	Sanjay Dutt	1959	\N	actor,music_department,soundtrack	tt0294662,tt0456144,tt0374887,tt0220832
nm0004570	Sunil Dutt	1930	2005	actor,producer,director	tt0057332,tt0063404,tt0067668,tt0059354
nm0004571	Dan van Husen	1945	\N	actor	tt3127824,tt1895315,tt0215750,tt0079641
nm0004572	Dominik Podbielski	1982	\N	actor	tt2055730,tt0218094
nm0004573	Paul Landres	1912	2001	director,editor,editorial_department	tt0043843,tt0050496,tt0051150,tt0052131
nm0004574	Paul Landers	1964	\N	composer,soundtrack,writer	tt1937390,tt0278488,tt0116922,tt0300140
nm0004575	Francis Creighton	1972	\N	actor	tt0100142,tt0109219
nm0004576	Shobhan Babu	1937	2008	actor	tt1865426,tt1279229,tt0187216,tt0263623
nm0004577	David E. West	\N	\N	cinematographer,camera_department,producer	tt0479085,tt0960738,tt0380318
nm0004578	David J. West	\N	\N	cinematographer,director	tt0312420,tt0415067,tt0186133,tt0170726
nm0004579	Vidyasagar	\N	\N	composer,soundtrack,actor	tt1740549,tt1034053,tt0375705,tt0362548
nm0004581	Harry Gregson-Williams	1961	\N	composer,music_department,soundtrack	tt0126029,tt0499448,tt0453467,tt0458525
nm0004582	Jeff Danna	1964	\N	composer,music_department,soundtrack	tt1979388,tt1054606,tt0318627
nm0004583	Gary Frutkoff	\N	\N	production_designer,art_department,art_director	tt0099365,tt0465602,tt0165854,tt0120780
nm0004584	David Melito	\N	\N	miscellaneous,art_department,producer	tt0317740,tt0465602,tt1981128,tt2649554
nm0004585	Carolyne Chauncey	\N	\N	editorial_department,editor	tt0289992,tt0101605,tt0116250,tt0107207
nm0004586	Byron Werner	\N	\N	cinematographer,camera_department,producer	tt0403885,tt2702300,tt0404456,tt3204164
nm0004587	Byron Werner	\N	\N	visual_effects,animation_department,miscellaneous	tt0096446,tt0084827,tt0253754,tt0343818
nm0004588	Kerry Phillips	\N	\N	special_effects,camera_department	tt0298814,tt0417148,tt0822854,tt3829266
nm0004589	Matt Farell	1967	\N	visual_effects,animation_department	tt0133093,tt0438488,tt0458525,tt1392190
nm0004590	Wade Eastwood	\N	\N	stunts,assistant_director,actor	tt1631867,tt0332452,tt2381249,tt4912910
nm0004591	John Fasano	1961	2014	writer,producer,director	tt0176269,tt0282209,tt0099044,tt0108358
nm0004592	Robert Israel	1963	\N	composer,music_department,producer	tt0014945,tt0006206,tt0015163,tt0017925
nm0004594	Jérôme Savary	1942	2013	miscellaneous,actor,writer	tt0069819,tt0072984,tt0080752,tt0368937
nm0004595	Stephen P. Robinson	\N	\N	sound_department,music_department	tt1905041,tt1596343,tt1663202,tt0411477
nm0004596	Steve Binder	1932	\N	producer,director,writer	tt0283516,tt0075582,tt0331188,tt2763050
nm0004597	Adam Weissman	\N	\N	director,writer,miscellaneous	tt1772752,tt3596174,tt2794380,tt0972534
nm0004598	Kas Braganza	\N	\N	assistant_director,production_manager,location_management	tt2435588,tt3498622,tt6006350,tt0426372
nm0004599	Tricia Cameron	\N	\N	make_up_department	tt0120347,tt0293508,tt0097742,tt0311429
nm0004600	Alberto Basail	1938	2000	cinematographer,director,actor	tt0195245,tt0182035,tt0106989,tt0098732
nm0004601	LaNessa Phearson	1961	\N	sound_department	tt0120684,tt0181875,tt0116421,tt0145660
nm0004602	Elenie Mansalis	\N	\N	assistant_director,miscellaneous,production_manager	tt0265208,tt2693776,tt0283111,tt3205802
nm0004603	Warren Bennett	\N	\N	composer,soundtrack,music_department	tt0091853,tt0166458,tt2872718,tt0362357
nm0004604	Bruce Swift	1952	\N	camera_department,miscellaneous	tt0093629,tt0095742,tt0097981,tt0104922
nm0004605	Joe Virzi	\N	\N	casting_department,actor,miscellaneous	tt0145487,tt0316654,tt0270980,tt0413300
nm0004606	Dafydd Arwyn Jones	\N	\N	assistant_director,production_manager,director	tt0498330,tt0207888,tt0108836,tt0485301
nm0004607	Markus Wade	1966	\N	sound_department,actor	tt0489099,tt0290095,tt0211443,tt0120903
nm0004608	Kevin Speckmaier	\N	\N	assistant_director,director,writer	tt0108330,tt0281432,tt0267749,tt6214928
nm0004609	Edward Nassour	1947	\N	editor,editorial_department,production_manager	tt0046593,tt0083437,tt0081859,tt0075294
nm0004610	Karen Gaviola	\N	\N	director,assistant_director,producer	tt0411008,tt0088944,tt3749900,tt0972412
nm0004611	Sandy Collora	1968	\N	producer,special_effects,director	tt0374526,tt0115571,tt1270291,tt0120655
nm0004612	Tómas Gislason	1961	\N	editor,writer,director	tt0252526,tt0219876,tt0087280,tt0253454
nm0004613	Dean Okrand	1951	\N	sound_department	tt1442437,tt0125622,tt0089885,tt0093507
nm0004614	Ron Arnold	\N	\N	sound_department,composer	tt1564016,tt0369179,tt0137330,tt0320970
nm0004615	Dick Smith	1922	2014	make_up_department,special_effects,miscellaneous	tt0070047,tt0080360,tt0086879,tt0081455
nm0004616	John 'Bud' Cardos	1929	\N	actor,stunts,transportation_department	tt0209144,tt0274812,tt0079027,tt0193288
nm0004618	Paul Robert Langdon	1988	\N	actor	tt0152588,tt0112178,tt0273366,tt0252019
nm0004619	Scott Garrett	1959	\N	art_department,actor	tt0119094,tt0277296,tt0120461,tt0287978
nm0004620	Sam Hurwitz	\N	\N	producer,director,writer	tt0103893,tt2501370,tt0458275,tt0431021
nm0004621	Paul Schneider	\N	\N	director,producer	tt1070886,tt0096542,tt0098826,tt0112022
nm0004622	Alfred F. Woodley	1969	\N	actor,director,writer	tt0955353,tt3453064,tt0475394,tt0285331
nm0004623	Thomas Morris	1966	\N	actor,writer	tt0963178,tt0808151,tt3977848,tt0108052
nm0004624	Eddie Mui	\N	\N	actor,producer,writer	tt0187078,tt0493406,tt0469947,tt2533024
nm0004625	Daniel Gélin	1921	2002	actor,director,writer	tt0122412,tt0048413,tt0049470,tt0052130
nm0004626	Kareena Kapoor	1980	\N	actress,soundtrack,music_department	tt0488414,tt1187043,tt0248126,tt1093370
nm0004627	Michael Lange	1950	\N	director,producer,assistant_director	tt0096606,tt0976014,tt0106179,tt0098878
nm0004628	Sönke Hansen	\N	\N	camera_department,cinematographer,director	tt1951266,tt1951265,tt1371111,tt1186367
nm0004629	Don Dunn	\N	\N	producer,miscellaneous,production_manager	tt1336006,tt1595842,tt3846674
nm0004630	Kodanda Rami Reddy A.	\N	\N	director,writer,actor	tt0187502,tt0245731,tt0331846,tt1625547
nm0004631	Seeta Rama Anjaneyulu Chilakalapudi	1907	1963	actor,music_department	tt0155091,tt0246139,tt0255824,tt0262075
nm0004632	Andrea Powell	1965	\N	actress	tt1673434,tt1731141,tt0210299
nm0004633	Mark A. Lewis	\N	\N	camera_department,miscellaneous	tt0103772,tt0406759,tt0480242,tt0182789
nm0004634	Ann Kindberg	\N	\N	producer,production_manager,assistant_director	tt5296406,tt0086927,tt3315386,tt0972412
nm0004635	Catrine McGregor	\N	\N	casting_director,producer,writer	tt0097474,tt0171606,tt1043844,tt8847796
nm0004636	Glenn S. Gainor	\N	\N	producer,production_manager,actor	tt1082868,tt0822847,tt1198138,tt1135084
nm0004637	Harry Keramidas	1940	\N	editor,editorial_department,sound_department	tt0088763,tt0118884,tt0113492,tt0099088
nm0004638	Bac DeLorme	\N	\N	assistant_director,writer,producer	tt0145487,tt1951266,tt0477348,tt0120591
nm0004639	Marc Forget	\N	\N	actor	tt2249007,tt0106052,tt1837642,tt0203259
nm0004640	Mark Forget	\N	\N	actor	tt0115832
nm0004641	Kevin O'Hara	1969	\N	miscellaneous,actor,writer	tt0100369,tt0106308,tt0292255,tt0109838
nm0004642	Joseph Maurer	\N	\N	producer,writer,miscellaneous	tt0985040,tt0232676,tt0239935,tt0120497
nm0004643	D. Joanne Malo	\N	\N	assistant_director,miscellaneous,camera_department	tt5758778,tt0165710,tt1241317,tt2226597
nm0004644	Paolo deGuzman	1969	\N	visual_effects,animation_department,miscellaneous	tt0183523,tt0139414,tt0137523,tt0253556
nm0004645	Antonio Sabato Jr.	1972	\N	actor,producer,writer	tt1336621,tt0120609,tt0056758,tt0329589
nm0004646	Antonio Sabato	1943	\N	actor,miscellaneous	tt0072590,tt0089104,tt0081663,tt0060472
nm0004647	Carroll Baker	1931	\N	actress	tt0049261,tt0048973,tt0099938,tt0051411
nm0004648	Clark Hayes	\N	\N	actress	tt0120663,tt0241383,tt0118717
nm0004649	Clark Hayes	\N	\N	sound_department	tt0117202,tt0105215,tt0101502,tt0100588
nm0004650	Marisa Paredes	1946	\N	actress,miscellaneous	tt0185125,tt1189073,tt0103030,tt0118799
nm0004651	Pamela Stahl	1976	\N	miscellaneous,art_department,location_management	tt0185442,tt0320668,tt0215458,tt0157030
nm0004652	Hal Kessler	\N	\N	producer,miscellaneous,executive	tt0111309,tt1190074,tt0124555,tt6957306
nm0004653	Ann Carli	\N	\N	producer,music_department	tt0460792,tt0222851,tt1175506,tt0275022
nm0004654	Nicolas Gessner	1931	\N	director,writer,producer	tt0098154,tt0061410,tt0074806,tt0176390
nm0004655	Salik Silverstein	\N	\N	director,actor,writer	tt5159348,tt0176646,tt0322458,tt0313726
nm0004656	James Joyce	1882	1941	writer	tt1314953,tt0092843,tt0283422,tt0305570
nm0004657	Rocco Salata	1970	\N	actor,miscellaneous,cinematographer	tt3202890,tt5269172,tt1462808,tt0119336
nm0004658	James Jacobson	\N	\N	music_department,composer,soundtrack	tt0265709,tt0244244,tt0304746,tt0311941
nm0004659	Dic Jones	\N	\N	producer,production_manager	tt0179443,tt0210357,tt0190899,tt1216427
nm0004660	Rajkumar	1928	2006	actor,music_department,soundtrack	tt1505127,tt0830653,tt0309764,tt1399073
nm0004661	Marco Marinangeli	\N	\N	soundtrack,composer,music_department	tt0118886,tt0111191,tt0117915,tt0120187
nm0004662	Peter Myslowski	1956	\N	camera_department	tt0121766,tt1390411,tt0121765,tt0120915
nm0004663	Suella Kennedy	\N	\N	visual_effects,producer,writer	tt0102057,tt0096874,tt0096438,tt0114898
nm0004664	Sally Eccleston	\N	\N	camera_department,director,miscellaneous	tt0111301,tt0360717,tt0238380,tt0118929
nm0004665	Wolfgang Wesemann	\N	\N	camera_department,cinematographer,art_department	tt0280609,tt0131646,tt4005402,tt0335119
nm0004666	Learan Kahanov	\N	\N	camera_department,cinematographer	tt0114906,tt0118842
nm0004667	Nikhil Kamkolkar	\N	\N	actor,camera_department,director	tt2857220,tt5580392,tt0254784,tt0203289
nm0004668	Kevin Cooney	1945	\N	actor	tt0250494,tt0145660,tt0295178,tt0116629
nm0004669	Laura Albert	\N	\N	stunts,actress,miscellaneous	tt1586680,tt0840361,tt2005151,tt0413573
nm0004670	Heath Banks	1974	\N	miscellaneous,production_manager,producer	tt0458259,tt0356618,tt0329717,tt0120903
nm0004671	Amy Lyndon	\N	\N	actress,producer,director	tt6905836,tt7966724,tt3300712
nm0004672	Fred V. Merrick	1899	1983	assistant_director,writer,director	tt3706170,tt0019124,tt0028300,tt0018344
nm0004673	Julie Mannix	\N	\N	actress,miscellaneous	tt0076000,tt0075357,tt0056758,tt0068135
nm0004674	Susan McNamara	\N	\N	production_manager,miscellaneous,producer	tt1464540,tt3397884,tt0221027,tt2209764
nm0004675	Phil Alden Robinson	1950	\N	writer,director,producer	tt0105435,tt0097351,tt0164184,tt0213668
nm0004676	Antonio Machado	1875	1939	soundtrack,writer	tt0107435,tt0044819,tt0039577,tt1392898
nm0004677	Ivan Rogers	1954	2010	actor,producer,writer	tt0125029,tt0378546,tt0245904,tt0190846
nm0004678	Paul Maibaum	1951	\N	cinematographer,camera_department,director	tt5580540,tt1124373,tt5500158,tt7053188
nm0004679	Serge Colbert	1967	\N	composer,soundtrack	tt1267314,tt0201485,tt0277944,tt0196723
nm0004680	Ari Wise	\N	\N	composer,talent_agent,music_department	tt0281482,tt0388535,tt0222568,tt0135067
nm0004681	Chad Waters	\N	\N	make_up_department,miscellaneous,special_effects	tt0167190,tt0119654,tt0133152,tt0120912
nm0004682	C. Cory M. McCrum-Abdo	1949	\N	miscellaneous,production_manager,producer	tt0420223,tt1112782,tt0076759,tt0307987
nm0004683	Bry Thomas Sanders	1968	\N	camera_department,cinematographer,producer	tt4209090
nm0004684	Ken Blakey	1947	\N	cinematographer,camera_department,director	tt1523367,tt0896533,tt0189810,tt0275170
nm0004685	Sheila Curran Bernard	\N	\N	writer,producer,director	tt1773294,tt0254916,tt0092999,tt2231299
nm0004686	Malcolm Xerxes	1965	2005	actor,stunts	tt0318627,tt0284978,tt0110693,tt0207919
nm0004687	Elaine C. Andrianos	\N	\N	editorial_department,visual_effects,miscellaneous	tt0078346,tt2250912,tt1386697,tt1877832
nm0004688	Gina Marie Ome	\N	\N	costume_department	tt0452594,tt0164181,tt0119738,tt0372784
nm0004689	Frédéric Forestier	1969	\N	director,actor,writer	tt3410528,tt6286630,tt0283957,tt0119872
nm0004690	Marc Rizzo	\N	\N	art_director,production_designer,actor	tt0110136,tt1560976,tt0208017,tt0171135
nm0004691	Aaliyah	1979	2001	soundtrack,actress,composer	tt0118617,tt0118998,tt0165929,tt0238546
nm0004692	Mark Addy	1964	\N	actor,soundtrack	tt0955308,tt0119164,tt0944947,tt0183790
nm0004693	Lou Adler	1933	\N	soundtrack,producer,music_department	tt0073629,tt0090329,tt0086425,tt0078446
nm0004694	Christina Aguilera	1980	\N	soundtrack,actress,composer	tt4877122,tt1126591,tt1839337,tt0203009
nm0004695	Jessica Alba	1981	\N	actress,cinematographer,producer	tt0985694,tt0486576,tt0401792,tt0120667
nm0004696	Buzz Aldrin	1930	\N	actor,miscellaneous,writer	tt0496424,tt0898266,tt1399103,tt1872220
nm0004697	Erika Alexander	1969	\N	actress,writer,director	tt0453467,tt5052448,tt0106056,tt0120577
nm0004698	Kim Alexis	1960	\N	actress	tt0083399,tt0120701,tt0141457,tt0101069
nm0004699	Lucky Ali	1958	\N	music_department,actor,soundtrack	tt0294662,tt0234000,tt0332766,tt0382383
nm0004700	Tatyana Ali	1979	\N	actress,producer,soundtrack	tt0385726,tt0098800,tt0155776,tt0069658
nm0004701	Marcus Allen	1960	\N	actor,producer,soundtrack	tt0436754,tt0115101,tt0103435,tt0407423
nm0004702	Marty Allen	1922	2018	actor,soundtrack	tt0087777,tt0065327,tt0071123,tt0096707
nm0004703	Alley	\N	\N	actress	tt0230043
nm0004704	Herb Alpert	1935	\N	soundtrack,music_department,actor	tt1300854,tt0090329,tt0086006,tt0386588
nm0004705	Summer Altice	1979	\N	actress	tt0463034,tt0277296,tt0395843,tt0396269
nm0004706	Louie Anderson	1953	\N	actor,writer,producer	tt0115251,tt3468798,tt0112047,tt0094898
nm0004707	Mario Andretti	1940	\N	actor,writer,camera_department	tt6375640,tt1860353,tt0317219,tt0075774
nm0004708	Michael Andretti	1962	\N	actor,camera_department,producer	tt0132245,tt0115320,tt3777500,tt0120245
nm0004709	Giuseppe Andrews	1979	\N	actor,director,writer	tt0120789,tt0303816,tt0151738,tt0165710
nm0004710	Naveen Andrews	1969	\N	actor	tt1077258,tt0411008,tt0462322,tt0116209
nm0004711	Marc Anthony	1968	\N	soundtrack,actor,composer	tt0163988,tt0120746,tt0328107,tt0163187
